ID,Name (in Turkey),Name (in English),Ingredients of a standard portion for a 3-6 year-old child (in Turkey),Ingredients of a standard portion for a 3-6 year-old child (in English),Ingredients of a standard portion for a 7-12 year-old child (in Turkey),Ingredients of a standard portion for a 7-12 year-old child (in English),Ingredients of a standard portion for a 13-15 year-old child (in Turkey),Ingredients of a standard portion for a 13-15 year-old child (in English),Ingredients of a standard portion for a 16-18 year-old child (in Turkey),Ingredients of a standard portion for a 16-18 year-old child (in English),Ingredients of a standard portion for an adult (in Turkey),Ingredients of a standard portion for an adult (in English),Recipe (in Turkey),Recipe (in English),Tip (in Turkey),Tip (in English),Kcal,Protein,Fat,Carbohydrates,Dish type,For Autumn,For Winter,For Spring,For Summer,White meat,Red meat,Pork,Fish or seafood,Pulses (Legumes),Dairy,Eggs,Pasta,Rice,Tubers,Soups,Cereals,Fruit,Nuts,Raw vegetables,Cooked vegetables,Protein mix,Unique,Semiunique,Vegetables for semi,Red,Green,White,Yellow,Purple,Multicolor,No color,For proposals,For school
2149,Probiyotik yoğurt,Probiotic yoghurt,,,100 ml,100 ml,150 ml,150 ml,200 ml,200 ml,200 ml,200 ml ,,,,,114,6,6,9,side,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2150,Fırında sebze,Baked vegetable,,," kabak: 20 g
patlıcan: 20 g 
 patates: 25 g
 bezelye: 10 g
 kırmızı biber: 1 g
 karabiber: 1 g
tuz: 1 g 
 zeytinyağı: 5 ml","zucchini: 20 g 
 eggplant: 20 g
 patato: 25 g
 pea: 10 g
chili pepper: 1 g
 black pepper: 1 g 
salt: 1g 
 olive oil: 5 ml"," kabak: 20 g
patlıcan: 20 g 
 patates: 25 g
 bezelye: 10 g
 kırmızı biber: 1 g
 karabiber: 1 g
tuz: 1 g 
 zeytinyağı: 5 ml","zucchini: 20 g 
 eggplant: 20 g
 patato: 25 g
 pea: 10 g
chili pepper: 1 g
 black pepper: 1 g 
salt: 1g 
 olive oil: 5 ml"," kabak: 40 g
patlıcan: 40 g  
 patates: 50 g
bezelye: 20 g 
 kırmızı biber: 2 g
karabiber: 2 g
tuz: 2 g 
zeytinyağı:10 ml","zucchini: 40 g 
eggplant: 40 g 
patato50 g
pea: 20 g 
chili pepper: 2 g
black pepper: 2 g
salt: 2 g
olive oil: 10 ml"," kabak: 40 g
patlıcan: 40 g  
 patates: 50 g
bezelye: 20 g 
 kırmızı biber: 2 g
karabiber: 2 g
tuz: 2 g 
zeytinyağı:10 ml","zucchini: 40 g 
eggplant: 40 g 
patato50 g
pea: 20 g 
chili pepper: 2 g
black pepper: 2 g
salt: 2 g
olive oil: 10 ml",Tüm sebzeleri fırın kabına dizin. Üzerine zeytinyağı ve tuzu ekleyin. Fırında 25 dakika pişirin. ,Arrange all the vegetables in the baking dish. Add olive oil and salt to it. Bake in the oven for 25 minutes.,,,122,2,10,6,second,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
2151,Apple,Apple,,,100 g,100 g,150 g,150 g,200 g,200 g,200 g,200 g,,,,,,,,,fruit,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2152,Patlamış mısır (yağsız),Popcorn (no oil),,,10g.,10g.,10g.,10g.,20g.,20g.,20g.,20g.,,,,,,,,,semi,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2153,Üzüm suyu,Grape juice,,,100 ml,100 ml,150 ml,150 ml,200 ml,200 ml,200 ml,200 ml,,,,,108,,,27,fruit,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2154,Kuru kayısı,Dried apricots,,,20 g,20 g,30 g,30 g,40 g,40 g,40 g,40 g,,,,,60,,,15,fruit,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2155,Kabak çekirdeği,Pumpkin seeds,,,15g.,15g.,20g.,20g.,30g.,30g.,30g.,30g.,,,,,178,8,14,5,semi,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2156,Karabuğday ekmeği,Buckwheat bread,,,25 g,25 g,40 g,40 g ,50 g,50 g,50 g,50 g,,,,,136,4,,30,bread,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2157,Kaju,Kaju,,,10 g,10 g,15 g,15 g,30 g,30 g ,30 g,30 g,,,,,159,6,15,,semi,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2158,Mandalina ,Tangerine,,,75 g,75 g ,100 g ,100 g,150 g,150 g,180 g,180 g,,,,,90,,,22.5,semi,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2159,Leblebi  bar,Roasted chickpea bar,,," leblebi: 25 g
 pekmez: 5 ml"," roasted chickpea: 25 g
grape molasses: 5 ml "," leblebi: 40 g
pekmez: 5 ml "," roasted chickpea: 40 g
 grape molasses: 5 ml"," leblebi: 50 g
 pekmez: 10 ml","roasted chickpea:50 g 
grape molasses: 10 ml ","leblebi:50 g 
pekmez: 10 ml ","roasted chickpea: 50 g 
 grape molasses: 10 ml",Leblebileri un haline getirin. Pekmez ile karıştırın. Küçük dikdörtgenler şeklinde dilimleyin. ,Grind the roasted chickpeas into flour. Mix with molasses. Slice into small rectangles.,,,176,4,,40,semi,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2160,Vişne kompostosu,Cherry compote,,,"100 ml su
75 g vişne
10 g şeker","100 ml water 
75 g cherry
10 g sugar","150 ml su
100 g vişne
10 g şeker","150 ml water
100 g cherry
10 g sugar","200 ml su
150 g vişne
15 g şeker","200 ml water 
150 g cherry
15 g sugar","200 ml su
180 g vişne
15 g şeker","200 ml water 
180 g cherry 
15 g sugar",Meyveleri ince ince doğrayın. Su ve şeker ile 20 dakika kaynatın.,Finely chop the fruit. Boil for 20 minutes with water and sugar.,,,180,,,45,side,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
2161,Kavun,Melon,,,75 g,75 g,100 g,100 g,150 g,150 g ,180 g,180 g,,,,,90,,,22.5,semi,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2162,Yer fıstığı,Peanut,,,10 g,10 g,15 g,15 g ,30 g,30 g,30 g,30 g,,,,,159,6,15,,semi,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2163,Fırında balık,Baked fish,,," palamut balığı: 80 g
 soğan: 50 g
 zeytinyağı: 5 ml
 tuz: 1 g"," bonito: 80 g
onion: 50 g 
olive oil: 5 ml 
 salt: 1 g","palamut balığı: 80 g
 soğan: 50 g
 zeytinyağı: 5 ml
 tuz: 1 g"," bonito: 80 g
onion: 50 g 
olive oil: 5 ml 
 salt: 1 g","palamut balığı: 160 g 
 soğan: 100 g
zeytinyağı: 10 ml 
 tuz: 2 g","bonito: 160 g
onion: 100 g
olive oil: 10 ml
salt: 2 g","palamut balığı: 160 g 
 soğan: 100 g
zeytinyağı: 10 ml 
 tuz: 2 g","bonito: 160 g
onion: 100 g
olive oil: 10 ml
salt: 2 g",Balıkları yağ ve tuz ile ovalayın. Soğanları halka halka yaparak tepsiye dizin. 180 derecede 30 dakika pişirin. ,Rub the fish with oil and salt. Arrange the onions on the tray by making a ring. Bake at 180 degrees for 30 minutes.,,,366,24,30,,first,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2164,Zeytinyağlı barbunya pilaki,Borlotti beans with olive oil,,," barbunya: 40 g
 soğan: 25 g 
 patates: 20 g
havuç: 20 g  
 domates salçası: 5 g
tuz: 1 g 
zeytinyağı: 5 ml ","borlotti beans: 40 g 
onion: 25 g 
 patato: 20 g
 carrot: 20 g
 tomato paste: 5 g 
salt: 1 g 
olive oil: 5 ml "," barbunya: 40 g
 soğan: 25 g 
 patates: 20 g
havuç: 20 g  
 domates salçası: 5 g
tuz: 1 g 
zeytinyağı: 5 ml ","borlotti beans: 40 g 
onion: 25 g 
 patato: 20 g
 carrot: 20 g
 tomato paste: 5 g 
salt: 1 g 
olive oil: 5 ml "," barbunya: 80 g
soğan: 50 g 
patates: 40 g 
 havuç: 40 g
domates salçası: 10 g 
tuz: 2 g 
 zeytinyağı: 10 ml","borlotti beans: 80 g
onion: 50 g
patato: 40 g
carrot: 40 g
tomato paste: 10 g
salt: 2 g
olive oil: 10 ml "," barbunya: 80 g
soğan: 50 g 
patates: 40 g 
 havuç: 40 g
domates salçası: 10 g 
tuz: 2 g 
 zeytinyağı: 10 ml","borlotti beans: 80 g
onion: 50 g
patato: 40 g
carrot: 40 g
tomato paste: 10 g
salt: 2 g
olive oil: 10 ml ","Zeytinyağı, salça ve soğanları soteleyin. Üzerine havuç ve patatesi ekleyin. Barbunya ve suyu ekleyerek 30 dakika pişirin. ","Saute olive oil, tomato paste and onions. Add carrots and potatoes to it. Add the borlotti beans and water and cook for 30 minutes.",,,226,4,10,30,second,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2165,Roka salatası,Arugula salad,,," roka: 50 g 
domates: 25 g 
tuz: 1 g 
 zeytinyağı: 5 ml
limon suyu: 5 ml "," arugula: 50 g
tomato: 25 g  
salt: 1 g 
olive oil: 5 ml 
 lemon juice: 5 ml","roka: 50 g 
domates: 25 g 
tuz: 1 g 
 zeytinyağı: 5 ml
limon suyu: 5 ml "," arugula: 50 g
tomato: 25 g  
salt: 1 g 
olive oil: 5 ml 
 lemon juice: 5 ml"," roka: 100 g
domates: 50 g 
 tuz: 2 g 
 zeytinyağı: 10 ml 
limon suyu: 10 ml ","arugula: 100 g
tomato: 50 g
salt: 2 g 
olive oil: 10 ml
lemon juice: 10 ml ","roka: 100 g
domates: 50 g 
 tuz: 2 g 
 zeytinyağı: 10 ml 
limon suyu: 10 ml ","arugula: 100 g
tomato: 50 g
salt: 2 g 
olive oil: 10 ml
lemon juice: 10 ml ","Rokaları iri iri doğrayın. Domatesleri küp küp doğrayın.  Kab içerisinde zeytinyağı, limon suyu ve tuz ile karıştırın. ","Chop the arugula coarsely. Finely dice the tomatoes. Mix olive oil, lemon juice and salt in a bowl.",,,122,2,10,6,side,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2166,Soğuk ayran çorbası,Cold ayran soup,,," su: 40 ml
yoğurt: 50 ml 
nohut: 5 g 
 buğday: 5 g
 tuz: 1 g
 zeytin yağı: 1 ml
dereotu: 1 g ","water: 40 ml 
yoghurt: 50 ml 
 chickpeas: 5 g
 wheat: 5 g
 salt: 1 g
 olive oil: 1 ml
 dill: 1 g","su: 40 ml
yoğurt: 50 ml 
nohut: 5 g 
 buğday: 5 g
 tuz: 1 g
 zeytin yağı: 1 ml
dereotu: 1 g ","water: 40 ml 
yoghurt: 50 ml 
 chickpeas: 5 g
 wheat: 5 g
 salt: 1 g
 olive oil: 1 ml
 dill: 1 g"," su: 80 ml
 yoğurt: 100 ml
nohut: 10 g 
 buğday: 10 g
 tuz: 2 g
 zeytin yağı: 2 ml
nane: 2 g ","water: 80 ml
yoghurt: 100 ml 
chickpeas: 10 g 
wheat: 10 g 
salt: 2 g 
olive oil: 2 ml 
dill:2 g"," su: 80 ml
 yoğurt: 100 ml
nohut: 10 g 
 buğday: 10 g
 tuz: 2 g
 zeytin yağı: 2 ml
nane: 2 g ","water: 80 ml
yoghurt: 100 ml 
chickpeas: 10 g 
wheat: 10 g 
salt: 2 g 
olive oil: 2 ml 
dill:2 g",Nohut ve buğdayı haşlayın. Yoğurt ve suyu çırpın. İçerisine tüm malzemeleri ekleyerek karıştırın. ,Boil the chickpeas and wheat. Whisk yogurt and water. Add all the ingredients and mix it.,,,113,2,5,15,second,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2167,Fırın köfte,Oven meatballs,,,"kıyma: 30 g 
patates: 20 g 
domates: 15 g 
yeşil biber: 15 g 
 soğan: 15 g
domates salçası: 5 g  
zeytinyağı: 5 ml 
tuz: 1 g 
 karabiber:1 g
bayat ekmek: 15 g "," minced meat: 30 g
patato: 20 g 
 tomato: 15 g
 green pepper: 15 g
onion: 15 g 
 tomato paste: 5 g
 olive oil: 5 ml
 salt: 1 g
black pepper. 1 g 
stale bread: 15 g ","kıyma: 30 g 
patates: 20 g 
domates: 15 g 
yeşil biber: 15 g 
 soğan: 15 g
domates salçası: 5 g  
zeytinyağı: 5 ml 
tuz: 1 g 
 karabiber:1 g
bayat ekmek: 15 g "," minced meat: 30 g
patato: 20 g 
 tomato: 15 g
 green pepper: 15 g
onion: 15 g 
 tomato paste: 5 g
 olive oil: 5 ml
 salt: 1 g
black pepper. 1 g 
stale bread: 15 g "," kıyma: 60 g
patates: 40 g 
 domates: 30 g
 yeşil biber: 30 g
 soğan: 30 g
domates salçası:10 g  
zeytinyağı: 10 ml 
 tuz: 2 g 
 karabiber: 2 g
bayat ekmek: 30 g ","minced meat: 60 g
patato: 40 g
tomato: 30 g 
green pepper: 30 g
onion: 30 g
tomato paste: 10 g 
olive oil: 10 ml 
salt: 2 g
black pepper: 2 g 
stale bread: 30 g "," kıyma: 60 g
patates: 40 g 
 domates: 30 g
 yeşil biber: 30 g
 soğan: 30 g
domates salçası:10 g  
zeytinyağı: 10 ml 
 tuz: 2 g 
 karabiber: 2 g
bayat ekmek: 30 g ","minced meat: 60 g
patato: 40 g
tomato: 30 g 
green pepper: 30 g
onion: 30 g
tomato paste: 10 g 
olive oil: 10 ml 
salt: 2 g
black pepper: 2 g 
stale bread: 30 g ","Soğanları rendeleyin. Karabiber, tuz, bayat ekmek ve kıymayı ekleyerek yuvarlayın. Sebzelerle birlikte fırın kabına dizin. 200 derecede 30 dakika pişirin.   ","Grate the onions. Add black pepper, salt, stale bread and ground meat and roll. Arrange in the baking dish with the vegetables. Bake at 200 degrees for 30 minutes.",,,260,14,20,6,first,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
2168,Göbek salata,Iceberg Lettuce salad,,," göbek marul: 50 g
 dereotu: 5 g
maydanoz: 5 g 
 yeşil soğan: 5 g 
 domates: 10 g
 zeytinyağı: 5 ml
limon suyu: 5 ml 
 tuz: 1 g","lettuce: 50 g 
 dill: 5 g
 parsley: 5 g
 green onion: 5 g
 tomato: 10 g
 olive oil: 5 ml
 lemon juice: 5 ml
 salt: 1 g"," göbek marul: 50 g
 dereotu: 5 g
maydanoz: 5 g 
 yeşil soğan: 5 g 
 domates: 10 g
 zeytinyağı: 5 ml
limon suyu: 5 ml 
 tuz: 1 g","lettuce: 50 g 
 dill: 5 g
 parsley: 5 g
 green onion: 5 g
 tomato: 10 g
 olive oil: 5 ml
 lemon juice: 5 ml
 salt: 1 g"," göbek marul: 100 g
 dereotu: 10 g
maydanoz: 10 g 
 yeşil soğan: 10 g
 domates: 20 g
 zeytinyağı: 10 ml
 limon suyu: 10 ml
 tuz: 2 g"," iceberg lettuce: 100 g 
 dill: 10 g
 parsley: 10 g
 green onion: 10 g
 tomato: 20 g
 olive oil: 10 ml
 lemon juice: 10 ml
 salt: 2 g"," göbek marul: 100 g
 dereotu: 10 g
maydanoz: 10 g 
 yeşil soğan: 10 g
 domates: 20 g
 zeytinyağı: 10 ml
 limon suyu: 10 ml
 tuz: 2 g","iceberg lettuce: 100 g 
 dill: 10 g
 parsley: 10 g
 green onion: 10 g
 tomato: 20 g
 olive oil: 10 ml
 lemon juice: 10 ml
 salt: 2 g",Tüm malzemeleri doğrayıp karıştırın. Üzerine zeytinyağı ve limon suyu ekleyin. ,Chop and mix all the ingredients. Add olive oil and lemon juice to it.,,,122,2,10,6,side,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
2169,Yayla çorbası,"Rice, yoghurt and mint soup",,," su: 40 ml
 yoğurt: 50 ml
pirinç:  5 g 
 tuz: 1 g
 zeytin yağı: 1 ml
nane: 1 g ","water: 40 ml 
 yoghurt: 50 ml
rice: 5 g 
 salt:1 g
olive oil: 1 ml 
mint:1 g "," su: 40 ml
 yoğurt: 50 ml
pirinç:  5 g 
 tuz: 1 g
 zeytin yağı: 1 ml
nane: 1 g ","water: 40 ml 
 yoghurt: 50 ml
rice: 5 g 
 salt:1 g
olive oil: 1 ml 
mint:1 g "," su: 80 ml
 yoğurt: 100 ml
 pirinç: 10 g
tuz: 2 g 
zeytin yağı: 2 ml 
nane: 2 g ","water: 80 ml
yoghurt: 100 ml 
rice: 10 g
salt: 2 g
olive oil: 2 ml
mint: 2 g "," su: 80 ml
 yoğurt: 100 ml
 pirinç: 10 g
tuz: 2 g 
zeytin yağı: 2 ml 
nane: 2 g ","water: 80 ml
yoghurt: 100 ml 
rice: 10 g
salt: 2 g
olive oil: 2 ml
mint: 2 g ",Pirinçleri haşlayın. Yoğurt ve suyu karıştırarak üzerine ekleyin. Naneyi ekleyerek 25 dakika pişirin.  ,Boil the rice. Mix the yogurt and water and add it. Add the mint and cook for 25 minutes.,,,113,2,5,15,second,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2170,Kaşar Peyniri,Cheddar Cheese,,,30 g,30 g,30 g,30 g,40 g,40 g,40 g,40 g,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2171,Kahvaltılık Sos,Breakfast Sauce,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2172,Labne,Labneh,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2173,Tam Buğday Lavaş,Whole Wheat Lavash,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2174,Sebzeli Ekmek Pizza,Veggie Bread Pizza,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2175,Poşe Yumurta,Poached Eggs,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2176,Sebzeli tavuk güveci,Casserole with vegetables,,," tavuk göğsü:30 g
 taze fasulye: 15 g
 domates: 20 g
 yeşil biber: 10 g
 kabak: 20 g
 zeytinyağı: 5 ml
 tuz: 1 g","chicken breast: 30 g 
 green beans:15 g
tomato: 20 g 
 green pepper: 10 g
zucchini: 20 g 
 olive oil: 5 ml
salt: 1 g ","tavuk göğsü:30 g
 taze fasulye: 15 g
 domates: 20 g
 yeşil biber: 10 g
 kabak: 20 g
 zeytinyağı: 5 ml
 tuz: 1 g","chicken breast: 30 g 
 green beans:15 g
tomato: 20 g 
 green pepper: 10 g
zucchini: 20 g 
 olive oil: 5 ml
salt: 1 g"," tavuk göğsü: 60 g
taze fasulye: 30 g 
 domates: 40 g
yeşil biber: 20 g 
 kabak: 40 g 
 zeytinyağı: 10  ml
 tuz: 2 g","chicken breast: 60 g
green beans: 30 g
tomato: 40 g 
green pepper: 20 g
zucchini: 40 g 
olive oil: 10 ml 
salt: 2 g"," tavuk göğsü: 60 g
taze fasulye: 30 g 
 domates: 40 g
yeşil biber: 20 g 
 kabak: 40 g 
 zeytinyağı: 10  ml
 tuz: 2 g","chicken breast: 60 g
green beans: 30 g
tomato: 40 g 
green pepper: 20 g
zucchini: 40 g 
olive oil: 10 ml 
salt: 2 g",Küp şeklinde doğranmış tavuk etlerini kabınızın alt kısmına yayın. Üzerine küçük doğranmış tüm sebzeleri ekleyin. Üzerie yağı ve tuzu ekleyin. 180 derecede 1-2 saat pişirin. ,Spread the cubed chicken meat on the bottom of your bowl. Add all the finely chopped vegetables to it. Add the oil and salt to it. Bake for 1-2 hours at 180 degrees.,,,260,14,20,6,first,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
